fhfa_cbsa,period,hpi_all_transactions_nsa
19430,1982Q4,56.38
19430,1983Q1,57.19
19430,1983Q2,59.72
19430,1983Q3,58.89
19430,1983Q4,57.98
19430,1984Q1,60.8
19430,1984Q2,60.26
19430,1984Q3,60.53
19430,1984Q4,60.18
19430,1985Q1,60.35
19430,1985Q2,62.11
19430,1985Q3,62.89
19430,1985Q4,63.73
19430,1986Q1,64.47
19430,1986Q2,65.27
19430,1986Q3,66.51
19430,1986Q4,68.03
19430,1987Q1,68.99
19430,1987Q2,71.32
19430,1987Q3,73.49
19430,1987Q4,74.14
19430,1988Q1,75.44
19430,1988Q2,77.34
19430,1988Q3,78.72
19430,1988Q4,78.69
19430,1989Q1,79.27
19430,1989Q2,80.45
19430,1989Q3,81.69
19430,1989Q4,82.38
19430,1990Q1,83.32
19430,1990Q2,84.42
19430,1990Q3,85.08
19430,1990Q4,85.51
19430,1991Q1,85.94
19430,1991Q2,87.45
19430,1991Q3,87.67
19430,1991Q4,88.99
19430,1992Q1,89.19
19430,1992Q2,90.07
19430,1992Q3,91.26
19430,1992Q4,92.09
19430,1993Q1,92.58
19430,1993Q2,93.79
19430,1993Q3,94.84
19430,1993Q4,95.85
19430,1994Q1,96.98
19430,1994Q2,98.84
19430,1994Q3,99.14
19430,1994Q4,99.3
19430,1995Q1,100
19430,1995Q2,102.05
19430,1995Q3,103.37
19430,1995Q4,104.07
19430,1996Q1,104.98
19430,1996Q2,105.46
19430,1996Q3,105.96
19430,1996Q4,106.03
19430,1997Q1,107.46
19430,1997Q2,107.74
19430,1997Q3,109.5
19430,1997Q4,110.4
19430,1998Q1,111.44
19430,1998Q2,111.98
19430,1998Q3,113.14
19430,1998Q4,114.45
19430,1999Q1,115.38
19430,1999Q2,115.02
19430,1999Q3,114.42
19430,1999Q4,115.46
19430,2000Q1,115.98
19430,2000Q2,117.31
19430,2000Q3,118.06
19430,2000Q4,119.11
19430,2001Q1,121.58
19430,2001Q2,122.73
19430,2001Q3,123.17
19430,2001Q4,124.01
19430,2002Q1,124.97
19430,2002Q2,125.5
19430,2002Q3,126.36
19430,2002Q4,126.91
19430,2003Q1,127.41
19430,2003Q2,128.4
19430,2003Q3,129.2
19430,2003Q4,130.78
19430,2004Q1,131.65
19430,2004Q2,132
19430,2004Q3,133.44
19430,2004Q4,135.12
19430,2005Q1,136.89
19430,2005Q2,136.96
19430,2005Q3,138.27
19430,2005Q4,138.49
19430,2006Q1,137.6
19430,2006Q2,138.6
19430,2006Q3,137.73
19430,2006Q4,138.94
19430,2007Q1,137.67
19430,2007Q2,138.56
19430,2007Q3,136.65
19430,2007Q4,137.33
19430,2008Q1,137.51
19430,2008Q2,136.46
19430,2008Q3,133.23
19430,2008Q4,132.06
19430,2009Q1,134.83
19430,2009Q2,131.37
19430,2009Q3,130.02
19430,2009Q4,129.44
19430,2010Q1,128
19430,2010Q2,126.75
19430,2010Q3,128.25
19430,2010Q4,127.53
19430,2011Q1,124.18
19430,2011Q2,121.41
19430,2011Q3,122.83
19430,2011Q4,122.9
19430,2012Q1,121.99
19430,2012Q2,120.95
19430,2012Q3,121.82
19430,2012Q4,121.86
19430,2013Q1,120.97
19430,2013Q2,120.95
19430,2013Q3,120.05
19430,2013Q4,119.94
19430,2014Q1,119.81
19430,2014Q2,121.48
19430,2014Q3,122.01
19430,2014Q4,123.13
19430,2015Q1,123.86
19430,2015Q2,125.28
19430,2015Q3,126.6
19430,2015Q4,126.3
19430,2016Q1,126.55
19430,2016Q2,128.84
19430,2016Q3,131.31
19430,2016Q4,131.72
19430,2017Q1,130.79
19430,2017Q2,135.29
19430,2017Q3,137.88
19430,2017Q4,138.63
19430,2018Q1,141.4
19430,2018Q2,143.81
19430,2018Q3,146.04
19430,2018Q4,146.21
19430,2019Q1,148.33
19430,2019Q2,152.37
19430,2019Q3,155.05
19430,2019Q4,156.8
19430,2020Q1,157.81
19430,2020Q2,160.52
19430,2020Q3,164.82
19430,2020Q4,168.23
19430,2021Q1,171.47
19430,2021Q2,180.71
19430,2021Q3,190.04
19430,2021Q4,195.03
19430,2022Q1,200.07
19430,2022Q2,211.62
19430,2022Q3,214.13
19430,2022Q4,216.21
19430,2023Q1,218.1
19430,2023Q2,229.29
19430,2023Q3,232.75
19430,2023Q4,231.61
19430,2024Q1,235.67
19430,2024Q2,244.66
19430,2024Q3,249.24
19430,2024Q4,246.5
19430,2025Q1,251.62
19430,2025Q2,257.77
19430,2025Q3,260.2
19430,2025Q4,264.01
19430,2026Q1,263.25
19460,1987Q1,89.12
19460,1987Q2,89.86
19460,1987Q3,90.25
19460,1987Q4,93.73
19460,1988Q1,89.37
19460,1988Q2,91.31
19460,1988Q3,89.88
19460,1988Q4,90.05
19460,1989Q1,89.66
19460,1989Q2,91.79
19460,1989Q3,91.97
19460,1989Q4,92.38
19460,1990Q1,91.98
19460,1990Q2,92.01
19460,1990Q3,91.2
19460,1990Q4,90.55
19460,1991Q1,92.47
19460,1991Q2,92.57
19460,1991Q3,94.47
19460,1991Q4,94.74
19460,1992Q1,94.71
19460,1992Q2,95.07
19460,1992Q3,97
19460,1992Q4,98.99
19460,1993Q1,100.03
19460,1993Q2,100.33
19460,1993Q3,101.97
19460,1993Q4,100.61
19460,1994Q1,102.75
19460,1994Q2,103.2
19460,1994Q3,101.1
19460,1994Q4,100.16
19460,1995Q1,100
19460,1995Q2,102.38
19460,1995Q3,103.43
19460,1995Q4,104.09
19460,1996Q1,103.59
19460,1996Q2,105.31
19460,1996Q3,106.22
19460,1996Q4,106.77
19460,1997Q1,109.08
19460,1997Q2,109.07
19460,1997Q3,108.6
19460,1997Q4,111.16
19460,1998Q1,114.54
19460,1998Q2,114.84
19460,1998Q3,117.72
19460,1998Q4,120.22
19460,1999Q1,119.18
19460,1999Q2,121.04
19460,1999Q3,120.78
19460,1999Q4,120.42
19460,2000Q1,122.83
19460,2000Q2,123.3
19460,2000Q3,123.44
19460,2000Q4,125.2
19460,2001Q1,128.42
19460,2001Q2,128.32
19460,2001Q3,129.03
19460,2001Q4,129.3
19460,2002Q1,130.53
19460,2002Q2,130.14
19460,2002Q3,132.26
19460,2002Q4,134.1
19460,2003Q1,133.91
19460,2003Q2,135.85
19460,2003Q3,136.36
19460,2003Q4,136.59
19460,2004Q1,138.53
19460,2004Q2,137.64
19460,2004Q3,138.34
19460,2004Q4,140.65
19460,2005Q1,140.01
19460,2005Q2,144.59
19460,2005Q3,146.7
19460,2005Q4,144.77
19460,2006Q1,146.2
19460,2006Q2,148.93
19460,2006Q3,150.56
19460,2006Q4,153.07
19460,2007Q1,155.04
19460,2007Q2,156.17
19460,2007Q3,158.72
19460,2007Q4,158.9
19460,2008Q1,161.79
19460,2008Q2,163.45
19460,2008Q3,162.52
19460,2008Q4,163.66
19460,2009Q1,161.94
19460,2009Q2,164.29
19460,2009Q3,160.21
19460,2009Q4,161.33
19460,2010Q1,157.75
19460,2010Q2,159.82
19460,2010Q3,163.91
19460,2010Q4,162.4
19460,2011Q1,158.92
19460,2011Q2,155.92
19460,2011Q3,157.16
19460,2011Q4,158.35
19460,2012Q1,156.32
19460,2012Q2,156.32
19460,2012Q3,156.41
19460,2012Q4,158.33
19460,2013Q1,155.62
19460,2013Q2,155.17
19460,2013Q3,157.28
19460,2013Q4,149.65
19460,2014Q1,157.87
19460,2014Q2,154.96
19460,2014Q3,152.32
19460,2014Q4,156.1
19460,2015Q1,158.51
19460,2015Q2,158.88
19460,2015Q3,158.76
19460,2015Q4,160.91
19460,2016Q1,156.75
19460,2016Q2,160.3
19460,2016Q3,160.19
19460,2016Q4,158.76
19460,2017Q1,163.93
19460,2017Q2,168.29
19460,2017Q3,166.83
19460,2017Q4,169.11
19460,2018Q1,166.58
19460,2018Q2,168.6
19460,2018Q3,172.06
19460,2018Q4,176.56
19460,2019Q1,175.08
19460,2019Q2,177.19
19460,2019Q3,182.41
19460,2019Q4,183.14
19460,2020Q1,185.28
19460,2020Q2,187.22
19460,2020Q3,193.03
19460,2020Q4,198.56
19460,2021Q1,206.67
19460,2021Q2,215.02
19460,2021Q3,231.43
19460,2021Q4,244.33
19460,2022Q1,250.74
19460,2022Q2,262.78
19460,2022Q3,281.95
19460,2022Q4,279.84
19460,2023Q1,275.09
19460,2023Q2,289.34
19460,2023Q3,287.15
19460,2023Q4,286.98
19460,2024Q1,295.25
19460,2024Q2,299.46
19460,2024Q3,295.55
19460,2024Q4,305.82
19460,2025Q1,298.64
19460,2025Q2,313.86
19460,2025Q3,305.37
19460,2025Q4,304.73
19460,2026Q1,305.67
19500,1986Q3,75.76
19500,1986Q4,74.86
19500,1987Q1,75.44
19500,1987Q2,78.56
19500,1987Q3,78.59
19500,1987Q4,76.57
19500,1988Q1,76.46
19500,1988Q2,78
19500,1988Q3,76.51
19500,1988Q4,78.76
19500,1989Q1,79.14
19500,1989Q2,82.23
19500,1989Q3,82.51
19500,1989Q4,85.18
19500,1990Q1,84.69
19500,1990Q2,84.74
19500,1990Q3,86.53
19500,1990Q4,85.02
19500,1991Q1,87.47
19500,1991Q2,88.93
19500,1991Q3,88.43
19500,1991Q4,90.52
19500,1992Q1,90.41
19500,1992Q2,92.27
19500,1992Q3,92.82
19500,1992Q4,92.22
19500,1993Q1,94.09
19500,1993Q2,94.76
19500,1993Q3,94.37
19500,1993Q4,96.63
19500,1994Q1,96.48
19500,1994Q2,99.91
19500,1994Q3,96
19500,1994Q4,99.91
19500,1995Q1,100
19500,1995Q2,100.97
19500,1995Q3,101.78
19500,1995Q4,101.17
19500,1996Q1,104.56
19500,1996Q2,104.9
19500,1996Q3,104.73
19500,1996Q4,104.41
19500,1997Q1,107.08
19500,1997Q2,106.36
19500,1997Q3,109.22
19500,1997Q4,111.04
19500,1998Q1,110.09
19500,1998Q2,110.12
19500,1998Q3,112.55
19500,1998Q4,113.43
19500,1999Q1,113.74
19500,1999Q2,117.94
19500,1999Q3,114.29
19500,1999Q4,117.04
19500,2000Q1,117.32
19500,2000Q2,118.65
19500,2000Q3,120.63
19500,2000Q4,121.45
19500,2001Q1,122.38
19500,2001Q2,124.28
19500,2001Q3,125.42
19500,2001Q4,126.35
19500,2002Q1,127.58
19500,2002Q2,128.21
19500,2002Q3,129.45
19500,2002Q4,130.33
19500,2003Q1,130.58
19500,2003Q2,131.01
19500,2003Q3,132.22
19500,2003Q4,133.33
19500,2004Q1,135.13
19500,2004Q2,135.55
19500,2004Q3,136.87
19500,2004Q4,137.83
19500,2005Q1,138.63
19500,2005Q2,142.49
19500,2005Q3,142.15
19500,2005Q4,145.37
19500,2006Q1,143.9
19500,2006Q2,145.23
19500,2006Q3,147.6
19500,2006Q4,147.02
19500,2007Q1,149.51
19500,2007Q2,149.29
19500,2007Q3,149.4
19500,2007Q4,150.62
19500,2008Q1,150.76
19500,2008Q2,151.04
19500,2008Q3,149.3
19500,2008Q4,149.69
19500,2009Q1,150.89
19500,2009Q2,150.58
19500,2009Q3,150.09
19500,2009Q4,146.76
19500,2010Q1,147.2
19500,2010Q2,148.21
19500,2010Q3,150
19500,2010Q4,150.29
19500,2011Q1,145.2
19500,2011Q2,147.51
19500,2011Q3,147.64
19500,2011Q4,147.46
19500,2012Q1,148.15
19500,2012Q2,148.16
19500,2012Q3,147.77
19500,2012Q4,149.75
19500,2013Q1,144.69
19500,2013Q2,145.65
19500,2013Q3,144.56
19500,2013Q4,146.42
19500,2014Q1,141.98
19500,2014Q2,141.47
19500,2014Q3,144.24
19500,2014Q4,146.79
19500,2015Q1,144.46
19500,2015Q2,147.92
19500,2015Q3,145.82
19500,2015Q4,145.69
19500,2016Q1,144.27
19500,2016Q2,149.55
19500,2016Q3,149.67
19500,2016Q4,147.31
19500,2017Q1,142.3
19500,2017Q2,149.05
19500,2017Q3,148.51
19500,2017Q4,151.46
19500,2018Q1,146.61
19500,2018Q2,148.53
19500,2018Q3,148.4
19500,2018Q4,147.3
19500,2019Q1,149.93
19500,2019Q2,152.57
19500,2019Q3,152.65
19500,2019Q4,155.72
19500,2020Q1,154.86
19500,2020Q2,155.51
19500,2020Q3,158.21
19500,2020Q4,161.91
19500,2021Q1,162.09
19500,2021Q2,167.18
19500,2021Q3,174.62
19500,2021Q4,177.18
19500,2022Q1,178.18
19500,2022Q2,191.73
19500,2022Q3,193.38
19500,2022Q4,192.07
19500,2023Q1,191.24
19500,2023Q2,207.34
19500,2023Q3,206.22
19500,2023Q4,207.87
19500,2024Q1,217.79
19500,2024Q2,220.37
19500,2024Q3,222.79
19500,2024Q4,220.78
19500,2025Q1,221.3
19500,2025Q2,234.2
19500,2025Q3,235.87
19500,2025Q4,230.82
19500,2026Q1,237.63
19660,1978Q1,51.34
19660,1978Q2,53.63
19660,1978Q3,50.43
19660,1978Q4,52.75
19660,1979Q1,55.7
19660,1979Q2,56.3
19660,1979Q3,61.18
19660,1979Q4,58.53
19660,1980Q1,62.34
19660,1980Q2,60.09
19660,1980Q3,64.56
19660,1980Q4,63.26
19660,1981Q1,62.2
19660,1981Q2,59.84
19660,1981Q3,57.24
19660,1981Q4,54.97
19660,1982Q1,64.08
19660,1982Q2,60.4
19660,1982Q3,60.82
19660,1982Q4,70.9
19660,1983Q1,69.31
19660,1983Q2,72.29
19660,1983Q3,72.65
19660,1983Q4,74.26
19660,1984Q1,77.41
19660,1984Q2,76.24
19660,1984Q3,78.26
19660,1984Q4,76.48
19660,1985Q1,79.38
19660,1985Q2,79.18
19660,1985Q3,80.1
19660,1985Q4,82.59
19660,1986Q1,81.99
19660,1986Q2,83.92
19660,1986Q3,84.9
19660,1986Q4,85.8
19660,1987Q1,86.5
19660,1987Q2,87.09
19660,1987Q3,88.55
19660,1987Q4,88.68
19660,1988Q1,90.5
19660,1988Q2,89.85
19660,1988Q3,92.48
19660,1988Q4,92.47
19660,1989Q1,92.74
19660,1989Q2,94.13
19660,1989Q3,95.08
19660,1989Q4,95.71
19660,1990Q1,96
19660,1990Q2,94.76
19660,1990Q3,94.89
19660,1990Q4,95.51
19660,1991Q1,96.87
19660,1991Q2,97.71
19660,1991Q3,97.03
19660,1991Q4,98.97
19660,1992Q1,100.46
19660,1992Q2,99.54
19660,1992Q3,101.37
19660,1992Q4,101.19
19660,1993Q1,101.38
19660,1993Q2,101.91
19660,1993Q3,101.66
19660,1993Q4,102.62
19660,1994Q1,102.57
19660,1994Q2,100.88
19660,1994Q3,100.11
19660,1994Q4,100.31
19660,1995Q1,100
19660,1995Q2,102.27
19660,1995Q3,103.37
19660,1995Q4,104.49
19660,1996Q1,105.07
19660,1996Q2,104.59
19660,1996Q3,103.91
19660,1996Q4,105.64
19660,1997Q1,105.95
19660,1997Q2,104.84
19660,1997Q3,107.02
19660,1997Q4,108.14
19660,1998Q1,110.56
19660,1998Q2,109.69
19660,1998Q3,111.43
19660,1998Q4,112.79
19660,1999Q1,113.15
19660,1999Q2,114.96
19660,1999Q3,115.62
19660,1999Q4,115.57
19660,2000Q1,117.55
19660,2000Q2,119.77
19660,2000Q3,123.13
19660,2000Q4,125.36
19660,2001Q1,128.4
19660,2001Q2,130.99
19660,2001Q3,134.45
19660,2001Q4,137.66
19660,2002Q1,139.09
19660,2002Q2,143.25
19660,2002Q3,147.11
19660,2002Q4,150.78
19660,2003Q1,153.81
19660,2003Q2,157.97
19660,2003Q3,162.11
19660,2003Q4,170.24
19660,2004Q1,175.96
19660,2004Q2,184.2
19660,2004Q3,196.66
19660,2004Q4,205.39
19660,2005Q1,216.06
19660,2005Q2,234.12
19660,2005Q3,252.31
19660,2005Q4,267.65
19660,2006Q1,276.1
19660,2006Q2,285.39
19660,2006Q3,286.53
19660,2006Q4,285.7
19660,2007Q1,285.08
19660,2007Q2,278.36
19660,2007Q3,266.29
19660,2007Q4,259.82
19660,2008Q1,247.95
19660,2008Q2,229.41
19660,2008Q3,208.15
19660,2008Q4,202.6
19660,2009Q1,200.81
19660,2009Q2,188.57
19660,2009Q3,183.11
19660,2009Q4,172.2
19660,2010Q1,168.46
19660,2010Q2,160.73
19660,2010Q3,160.13
19660,2010Q4,159.58
19660,2011Q1,150.76
19660,2011Q2,145.44
19660,2011Q3,146.62
19660,2011Q4,146.82
19660,2012Q1,142.57
19660,2012Q2,142.89
19660,2012Q3,146.89
19660,2012Q4,146.06
19660,2013Q1,150.24
19660,2013Q2,154.54
19660,2013Q3,158.19
19660,2013Q4,162.91
19660,2014Q1,164.41
19660,2014Q2,168.82
19660,2014Q3,173.53
19660,2014Q4,176.45
19660,2015Q1,182.81
19660,2015Q2,183.53
19660,2015Q3,187.78
19660,2015Q4,192.73
19660,2016Q1,198.53
19660,2016Q2,201.5
19660,2016Q3,206.83
19660,2016Q4,215.13
19660,2017Q1,219.94
19660,2017Q2,226.96
19660,2017Q3,231.28
19660,2017Q4,236.67
19660,2018Q1,242.89
19660,2018Q2,247.11
19660,2018Q3,251.57
19660,2018Q4,255.12
19660,2019Q1,258.15
19660,2019Q2,262.67
19660,2019Q3,265.85
19660,2019Q4,270.53
19660,2020Q1,273.91
19660,2020Q2,278.38
19660,2020Q3,282.03
19660,2020Q4,291.84
19660,2021Q1,300.24
19660,2021Q2,322.12
19660,2021Q3,345.45
19660,2021Q4,364.68
19660,2022Q1,384.55
19660,2022Q2,419.7
19660,2022Q3,431.3
19660,2022Q4,429.88
19660,2023Q1,428.09
19660,2023Q2,432.11
19660,2023Q3,439.6
19660,2023Q4,436.46
19660,2024Q1,432.95
19660,2024Q2,445.71
19660,2024Q3,445.98
19660,2024Q4,448.27
19660,2025Q1,441.06
19660,2025Q2,448.15
19660,2025Q3,439.93
19660,2025Q4,441.89
19660,2026Q1,446.17
19740,1976Q2,32
19740,1976Q3,31.71
19740,1976Q4,32.48
19740,1977Q1,33.05
19740,1977Q2,34.25
19740,1977Q3,37.4
19740,1977Q4,39.43
19740,1978Q1,41.63
19740,1978Q2,44.14
19740,1978Q3,46.8
19740,1978Q4,49.04
19740,1979Q1,51.35
19740,1979Q2,53.02
19740,1979Q3,55.19
19740,1979Q4,55.12
19740,1980Q1,56.39
19740,1980Q2,58.31
19740,1980Q3,60.8
19740,1980Q4,60.35
19740,1981Q1,61.76
19740,1981Q2,62.78
19740,1981Q3,64.82
19740,1981Q4,65.56
19740,1982Q1,68.31
19740,1982Q2,68.5
19740,1982Q3,70.26
19740,1982Q4,72.67
19740,1983Q1,72.13
19740,1983Q2,72.11
19740,1983Q3,73.23
19740,1983Q4,71.12
19740,1984Q1,73.35
19740,1984Q2,73.48
19740,1984Q3,74.25
19740,1984Q4,72.37
19740,1985Q1,73.44
19740,1985Q2,73.88
19740,1985Q3,73.65
19740,1985Q4,72.44
19740,1986Q1,74.76
19740,1986Q2,74.81
19740,1986Q3,74.65
19740,1986Q4,74.13
19740,1987Q1,74.4
19740,1987Q2,73.4
19740,1987Q3,72.75
19740,1987Q4,71.02
19740,1988Q1,71.45
19740,1988Q2,71.52
19740,1988Q3,70.75
19740,1988Q4,70.09
19740,1989Q1,70.03
19740,1989Q2,70.35
19740,1989Q3,71.58
19740,1989Q4,71.14
19740,1990Q1,71.23
19740,1990Q2,71.91
19740,1990Q3,72.52
19740,1990Q4,72.86
19740,1991Q1,73.21
19740,1991Q2,74.37
19740,1991Q3,74.85
19740,1991Q4,75.99
19740,1992Q1,77.31
19740,1992Q2,78.71
19740,1992Q3,80.53
19740,1992Q4,81.75
19740,1993Q1,83.17
19740,1993Q2,84.81
19740,1993Q3,87.17
19740,1993Q4,89.04
19740,1994Q1,91.49
19740,1994Q2,95.43
19740,1994Q3,97.62
19740,1994Q4,98.19
19740,1995Q1,100
19740,1995Q2,101.84
19740,1995Q3,103.7
19740,1995Q4,105.36
19740,1996Q1,106.31
19740,1996Q2,107.57
19740,1996Q3,108.86
19740,1996Q4,110.51
19740,1997Q1,112.04
19740,1997Q2,113.58
19740,1997Q3,115.48
19740,1997Q4,117.35
19740,1998Q1,118.96
19740,1998Q2,120.71
19740,1998Q3,123.5
19740,1998Q4,125.09
19740,1999Q1,127.82
19740,1999Q2,132.87
19740,1999Q3,138.42
19740,1999Q4,141.32
19740,2000Q1,147.27
19740,2000Q2,152.01
19740,2000Q3,156.51
19740,2000Q4,160.58
19740,2001Q1,164.82
19740,2001Q2,168.56
19740,2001Q3,171.91
19740,2001Q4,173.09
19740,2002Q1,175.06
19740,2002Q2,177.14
19740,2002Q3,179.21
19740,2002Q4,180.13
19740,2003Q1,180.54
19740,2003Q2,181.17
19740,2003Q3,181.67
19740,2003Q4,184.07
19740,2004Q1,185.29
19740,2004Q2,185.99
19740,2004Q3,188.19
19740,2004Q4,189.83
19740,2005Q1,191.5
19740,2005Q2,193.2
19740,2005Q3,195.21
19740,2005Q4,196.85
19740,2006Q1,195.9
19740,2006Q2,196.05
19740,2006Q3,195.89
19740,2006Q4,196.69
19740,2007Q1,195.49
19740,2007Q2,195.19
19740,2007Q3,191.99
19740,2007Q4,192.79
19740,2008Q1,193.14
19740,2008Q2,191.53
19740,2008Q3,187.68
19740,2008Q4,188.64
19740,2009Q1,192.93
19740,2009Q2,190.4
19740,2009Q3,186.36
19740,2009Q4,186.77
19740,2010Q1,185.66
19740,2010Q2,184.01
19740,2010Q3,186.99
19740,2010Q4,186.64
19740,2011Q1,182.26
19740,2011Q2,179.04
19740,2011Q3,181.56
19740,2011Q4,183.05
19740,2012Q1,182.46
19740,2012Q2,184.53
19740,2012Q3,187.68
19740,2012Q4,189.93
19740,2013Q1,193.14
19740,2013Q2,198.68
19740,2013Q3,205.47
19740,2013Q4,208.12
19740,2014Q1,211.51
19740,2014Q2,220.14
19740,2014Q3,225.06
19740,2014Q4,229.27
19740,2015Q1,233.85
19740,2015Q2,245.19
19740,2015Q3,254.47
19740,2015Q4,258.62
19740,2016Q1,263.95
19740,2016Q2,273.79
19740,2016Q3,281.16
19740,2016Q4,285.25
19740,2017Q1,291.64
19740,2017Q2,302.75
19740,2017Q3,307.51
19740,2017Q4,312.02
19740,2018Q1,320.42
19740,2018Q2,329.38
19740,2018Q3,333.82
19740,2018Q4,334
19740,2019Q1,338.17
19740,2019Q2,342.97
19740,2019Q3,345.26
19740,2019Q4,347.69
19740,2020Q1,351.19
19740,2020Q2,354.98
19740,2020Q3,360.9
19740,2020Q4,367.65
19740,2021Q1,378.15
19740,2021Q2,405.57
19740,2021Q3,428.53
19740,2021Q4,439.8
19740,2022Q1,459.09
19740,2022Q2,495.3
19740,2022Q3,483.23
19740,2022Q4,470.02
19740,2023Q1,473.12
19740,2023Q2,485.76
19740,2023Q3,483.95
19740,2023Q4,477.44
19740,2024Q1,487.63
19740,2024Q2,493.6
19740,2024Q3,491.1
19740,2024Q4,493.07
19740,2025Q1,494.35
19740,2025Q2,495.63
19740,2025Q3,494.78
19740,2025Q4,496.97
19740,2026Q1,496.42
19780,1977Q2,49.33
19780,1977Q3,51.73
19780,1977Q4,53.75
19780,1978Q1,55.12
19780,1978Q2,57.9
19780,1978Q3,57.64
19780,1978Q4,61.59
19780,1979Q1,62.54
19780,1979Q2,65.12
19780,1979Q3,64.69
19780,1979Q4,65.64
19780,1980Q1,60.21
19780,1980Q2,66.24
19780,1980Q3,62.52
19780,1980Q4,65.25
19780,1981Q1,63.82
19780,1981Q2,57.67
19780,1981Q3,56.98
19780,1981Q4,68.95
19780,1982Q1,65.39
19780,1982Q2,61.04
19780,1982Q3,58.35
19780,1982Q4,63.6
19780,1983Q1,67.25
19780,1983Q2,65.82
19780,1983Q3,65.94
19780,1983Q4,66.17
19780,1984Q1,65.45
19780,1984Q2,66.82
19780,1984Q3,66.19
19780,1984Q4,68.01
19780,1985Q1,69.25
19780,1985Q2,69.8
19780,1985Q3,71.48
19780,1985Q4,70.72
19780,1986Q1,72.19
19780,1986Q2,72.77
19780,1986Q3,72.33
19780,1986Q4,72.33
19780,1987Q1,74.06
19780,1987Q2,73.67
19780,1987Q3,74.22
19780,1987Q4,72.09
19780,1988Q1,74.63
19780,1988Q2,74.87
19780,1988Q3,75.77
19780,1988Q4,75.64
19780,1989Q1,76.77
19780,1989Q2,77.98
19780,1989Q3,78.8
19780,1989Q4,78.72
19780,1990Q1,79.42
19780,1990Q2,81.15
19780,1990Q3,81.73
19780,1990Q4,82.45
19780,1991Q1,82.79
19780,1991Q2,83.93
19780,1991Q3,84.5
19780,1991Q4,85.76
19780,1992Q1,85.58
19780,1992Q2,87.06
19780,1992Q3,87.52
19780,1992Q4,88.49
19780,1993Q1,89.23
19780,1993Q2,90.25
19780,1993Q3,92.31
19780,1993Q4,92.98
19780,1994Q1,94.7
19780,1994Q2,97.94
19780,1994Q3,99.46
19780,1994Q4,98.84
19780,1995Q1,100
19780,1995Q2,102.98
19780,1995Q3,103.83
19780,1995Q4,105.08
19780,1996Q1,106.3
19780,1996Q2,106.99
19780,1996Q3,107.84
19780,1996Q4,108.43
19780,1997Q1,109.41
19780,1997Q2,110.5
19780,1997Q3,112.11
19780,1997Q4,112.89
19780,1998Q1,114.6
19780,1998Q2,116.2
19780,1998Q3,117.16
19780,1998Q4,118.9
19780,1999Q1,119.8
19780,1999Q2,121.84
19780,1999Q3,122.07
19780,1999Q4,123.5
19780,2000Q1,124.75
19780,2000Q2,126.43
19780,2000Q3,127.96
19780,2000Q4,129
19780,2001Q1,132.32
19780,2001Q2,133.54
19780,2001Q3,134.34
19780,2001Q4,136.19
19780,2002Q1,137.7
19780,2002Q2,138.57
19780,2002Q3,140.3
19780,2002Q4,141.55
19780,2003Q1,142.99
19780,2003Q2,143.79
19780,2003Q3,145.72
19780,2003Q4,148.67
19780,2004Q1,149.42
19780,2004Q2,151.31
19780,2004Q3,153.17
19780,2004Q4,155.11
19780,2005Q1,157.27
19780,2005Q2,159.26
19780,2005Q3,162.37
19780,2005Q4,162.91
19780,2006Q1,162.34
19780,2006Q2,163.24
19780,2006Q3,164.15
19780,2006Q4,165.35
19780,2007Q1,165.91
19780,2007Q2,166.73
19780,2007Q3,165.99
19780,2007Q4,167.63
19780,2008Q1,168.17
19780,2008Q2,165.09
19780,2008Q3,163.13
19780,2008Q4,164.32
19780,2009Q1,165.8
19780,2009Q2,163.96
19780,2009Q3,161.49
19780,2009Q4,160.82
19780,2010Q1,159.02
19780,2010Q2,158.82
19780,2010Q3,160.85
19780,2010Q4,160.35
19780,2011Q1,157.88
19780,2011Q2,156.48
19780,2011Q3,158.26
19780,2011Q4,158.66
19780,2012Q1,158.04
19780,2012Q2,157.1
19780,2012Q3,158.6
19780,2012Q4,158.92
19780,2013Q1,159.43
19780,2013Q2,160.54
19780,2013Q3,161.48
19780,2013Q4,162.01
19780,2014Q1,161.49
19780,2014Q2,165.24
19780,2014Q3,166.59
19780,2014Q4,167.85
19780,2015Q1,167.81
19780,2015Q2,171.12
19780,2015Q3,173.69
19780,2015Q4,175.57
19780,2016Q1,176.2
19780,2016Q2,179.01
19780,2016Q3,181.75
19780,2016Q4,182.13
19780,2017Q1,184.52
19780,2017Q2,187.98
19780,2017Q3,190.54
19780,2017Q4,190.84
19780,2018Q1,192.11
19780,2018Q2,196.47
19780,2018Q3,197.26
19780,2018Q4,197.93
19780,2019Q1,199.33
19780,2019Q2,201.73
19780,2019Q3,203.03
19780,2019Q4,204.06
19780,2020Q1,204.95
19780,2020Q2,206.37
19780,2020Q3,208.35
19780,2020Q4,211.01
19780,2021Q1,213.66
19780,2021Q2,224.64
19780,2021Q3,234.54
19780,2021Q4,239.21
19780,2022Q1,245.98
19780,2022Q2,262.77
19780,2022Q3,265.59
19780,2022Q4,266.66
19780,2023Q1,268.64
19780,2023Q2,274.25
19780,2023Q3,280.23
19780,2023Q4,279.67
19780,2024Q1,282.03
19780,2024Q2,288.02
19780,2024Q3,291.94
19780,2024Q4,291.05
19780,2025Q1,288.44
19780,2025Q2,297.08
19780,2025Q3,298.52
