fhfa_cbsa,period,hpi_all_transactions_nsa
27740,2020Q1,214.54
27740,2020Q2,217.58
27740,2020Q3,219.32
27740,2020Q4,225.02
27740,2021Q1,231.76
27740,2021Q2,244.49
27740,2021Q3,260.62
27740,2021Q4,268.17
27740,2022Q1,278.31
27740,2022Q2,311.44
27740,2022Q3,325.87
27740,2022Q4,321.72
27740,2023Q1,337.84
27740,2023Q2,341.6
27740,2023Q3,352.74
27740,2023Q4,346.59
27740,2024Q1,358.08
27740,2024Q2,373.64
27740,2024Q3,369.74
27740,2024Q4,378.85
27740,2025Q1,377.23
27740,2025Q2,381.85
27740,2025Q3,385.24
27740,2025Q4,395.54
27740,2026Q1,397.39
27780,1994Q4,98.65
27780,1995Q1,100
27780,1995Q2,98.52
27780,1995Q3,94.71
27780,1995Q4,103.62
27780,1996Q1,107.04
27780,1996Q2,103.94
27780,1996Q3,99.67
27780,1996Q4,99.41
27780,1997Q1,104.11
27780,1997Q2,101.57
27780,1997Q3,104.97
27780,1997Q4,105.35
27780,1998Q1,105.91
27780,1998Q2,107.56
27780,1998Q3,108.14
27780,1998Q4,110.36
27780,1999Q1,110.1
27780,1999Q2,112.39
27780,1999Q3,110
27780,1999Q4,113
27780,2000Q1,115.12
27780,2000Q2,112.66
27780,2000Q3,115.28
27780,2000Q4,114.93
27780,2001Q1,120.66
27780,2001Q2,120.84
27780,2001Q3,121.56
27780,2001Q4,122.23
27780,2002Q1,124.16
27780,2002Q2,126.63
27780,2002Q3,124.5
27780,2002Q4,129.96
27780,2003Q1,132.59
27780,2003Q2,130.31
27780,2003Q3,133.53
27780,2003Q4,135.75
27780,2004Q1,137.39
27780,2004Q2,139.25
27780,2004Q3,139.01
27780,2004Q4,147.87
27780,2005Q1,143.41
27780,2005Q2,141.5
27780,2005Q3,147.24
27780,2005Q4,148.3
27780,2006Q1,154.35
27780,2006Q2,154.27
27780,2006Q3,157.52
27780,2006Q4,151.74
27780,2007Q1,158.96
27780,2007Q2,155.29
27780,2007Q3,161.25
27780,2007Q4,160.74
27780,2008Q1,165.33
27780,2008Q2,163.89
27780,2008Q3,161.92
27780,2008Q4,161.84
27780,2009Q1,169.17
27780,2009Q2,166.32
27780,2009Q3,164.88
27780,2009Q4,158.57
27780,2010Q1,161.49
27780,2010Q2,159.78
27780,2010Q3,164.57
27780,2010Q4,166.85
27780,2011Q1,162.65
27780,2011Q2,157.21
27780,2011Q3,165.12
27780,2011Q4,163.07
27780,2012Q1,164.76
27780,2012Q2,162.22
27780,2012Q3,167.29
27780,2012Q4,165.12
27780,2013Q1,162.7
27780,2013Q2,165.9
27780,2013Q3,161.15
27780,2013Q4,155.93
27780,2014Q1,160.43
27780,2014Q2,160.44
27780,2014Q3,166.37
27780,2014Q4,158.36
27780,2015Q1,160.39
27780,2015Q2,164.6
27780,2015Q3,159.52
27780,2015Q4,161.55
27780,2016Q1,167.4
27780,2016Q2,165
27780,2016Q3,171.82
27780,2016Q4,159.96
27780,2017Q1,169.5
27780,2017Q2,165.62
27780,2017Q3,165.2
27780,2017Q4,170.15
27780,2018Q1,166.4
27780,2018Q2,162.16
27780,2018Q3,168.56
27780,2018Q4,164.33
27780,2019Q1,172.9
27780,2019Q2,172.41
27780,2019Q3,173.08
27780,2019Q4,174.29
27780,2020Q1,179.27
27780,2020Q2,182.73
27780,2020Q3,179.21
27780,2020Q4,185.35
27780,2021Q1,184.4
27780,2021Q2,193.22
27780,2021Q3,196.8
27780,2021Q4,203.65
27780,2022Q1,199.82
27780,2022Q2,228.16
27780,2022Q3,218.81
27780,2022Q4,212.45
27780,2023Q1,215.88
27780,2023Q2,226.81
27780,2023Q3,229.29
27780,2023Q4,236.33
27780,2024Q1,234.73
27780,2024Q2,251.25
27780,2024Q3,273.03
27780,2024Q4,260.55
27780,2025Q1,263.01
27780,2025Q2,267.26
27780,2025Q3,286.05
27780,2025Q4,264.01
27780,2026Q1,275.17
27860,1990Q4,86.41
27860,1991Q1,86.76
27860,1991Q2,88.99
27860,1991Q3,92.71
27860,1991Q4,91.88
27860,1992Q1,93.24
27860,1992Q2,89.13
27860,1992Q3,90.53
27860,1992Q4,94.27
27860,1993Q1,92.08
27860,1993Q2,93.72
27860,1993Q3,96.6
27860,1993Q4,96.51
27860,1994Q1,97.23
27860,1994Q2,95.48
27860,1994Q3,98.72
27860,1994Q4,97.01
27860,1995Q1,100
27860,1995Q2,105.2
27860,1995Q3,104.22
27860,1995Q4,105.3
27860,1996Q1,108.15
27860,1996Q2,107.59
27860,1996Q3,105.75
27860,1996Q4,107.17
27860,1997Q1,109.07
27860,1997Q2,111.87
27860,1997Q3,109.57
27860,1997Q4,114.9
27860,1998Q1,115.01
27860,1998Q2,113.6
27860,1998Q3,115.81
27860,1998Q4,116.41
27860,1999Q1,116.66
27860,1999Q2,120.24
27860,1999Q3,119.7
27860,1999Q4,120.14
27860,2000Q1,120.8
27860,2000Q2,121.5
27860,2000Q3,120.52
27860,2000Q4,123.41
27860,2001Q1,126.26
27860,2001Q2,127.73
27860,2001Q3,129.27
27860,2001Q4,130.81
27860,2002Q1,129.84
27860,2002Q2,131.56
27860,2002Q3,133.13
27860,2002Q4,133.98
27860,2003Q1,134.46
27860,2003Q2,135.69
27860,2003Q3,137.22
27860,2003Q4,136.57
27860,2004Q1,139.23
27860,2004Q2,137.38
27860,2004Q3,139.6
27860,2004Q4,139.78
27860,2005Q1,139.97
27860,2005Q2,140.22
27860,2005Q3,143.39
27860,2005Q4,141.93
27860,2006Q1,147.02
27860,2006Q2,144.14
27860,2006Q3,145.09
27860,2006Q4,146.81
27860,2007Q1,148.13
27860,2007Q2,148.38
27860,2007Q3,144.65
27860,2007Q4,146.8
27860,2008Q1,149.19
27860,2008Q2,148.61
27860,2008Q3,146.92
27860,2008Q4,149.64
27860,2009Q1,149.44
27860,2009Q2,150.76
27860,2009Q3,152.04
27860,2009Q4,149.26
27860,2010Q1,146.57
27860,2010Q2,149.41
27860,2010Q3,150.58
27860,2010Q4,151.46
27860,2011Q1,150.03
27860,2011Q2,146.91
27860,2011Q3,149.41
27860,2011Q4,154.16
27860,2012Q1,153.06
27860,2012Q2,152.95
27860,2012Q3,155.28
27860,2012Q4,154.41
27860,2013Q1,155.36
27860,2013Q2,156.15
27860,2013Q3,158.09
27860,2013Q4,155.11
27860,2014Q1,153.92
27860,2014Q2,156.47
27860,2014Q3,155.73
27860,2014Q4,159.91
27860,2015Q1,157.41
27860,2015Q2,160.75
27860,2015Q3,161.41
27860,2015Q4,162.01
27860,2016Q1,161.03
27860,2016Q2,166.06
27860,2016Q3,164.9
27860,2016Q4,166.68
27860,2017Q1,168.56
27860,2017Q2,171.05
27860,2017Q3,168.23
27860,2017Q4,172.58
27860,2018Q1,174.11
27860,2018Q2,175.83
27860,2018Q3,175.45
27860,2018Q4,177.41
27860,2019Q1,178.57
27860,2019Q2,177.89
27860,2019Q3,181.53
27860,2019Q4,182.83
27860,2020Q1,187.24
27860,2020Q2,186.18
27860,2020Q3,187.5
27860,2020Q4,190.8
27860,2021Q1,194.67
27860,2021Q2,204.57
27860,2021Q3,212.54
27860,2021Q4,217.87
27860,2022Q1,222.54
27860,2022Q2,237.13
27860,2022Q3,242.29
27860,2022Q4,248.37
27860,2023Q1,236.16
27860,2023Q2,239.31
27860,2023Q3,244.77
27860,2023Q4,247.28
27860,2024Q1,253.24
27860,2024Q2,255.8
27860,2024Q3,258.29
27860,2024Q4,258.49
27860,2025Q1,256.11
27860,2025Q2,265.59
27860,2025Q3,270.71
27860,2025Q4,265.02
27860,2026Q1,268.67
27900,1987Q3,81.93
27900,1987Q4,79.46
27900,1988Q1,83.32
27900,1988Q2,81.27
27900,1988Q3,79.79
27900,1988Q4,81.48
27900,1989Q1,80.43
27900,1989Q2,81.75
27900,1989Q3,82.43
27900,1989Q4,82.16
27900,1990Q1,86.14
27900,1990Q2,83.46
27900,1990Q3,82.1
27900,1990Q4,81.7
27900,1991Q1,82.43
27900,1991Q2,84.95
27900,1991Q3,83.88
27900,1991Q4,86.9
27900,1992Q1,85.45
27900,1992Q2,87.37
27900,1992Q3,87.05
27900,1992Q4,88.3
27900,1993Q1,90.38
27900,1993Q2,88.64
27900,1993Q3,91.2
27900,1993Q4,92.69
27900,1994Q1,93.59
27900,1994Q2,95.66
27900,1994Q3,97.03
27900,1994Q4,99.04
27900,1995Q1,100
27900,1995Q2,100.46
27900,1995Q3,104.37
27900,1995Q4,105.46
27900,1996Q1,106.34
27900,1996Q2,105.23
27900,1996Q3,106.68
27900,1996Q4,108.1
27900,1997Q1,110.52
27900,1997Q2,109.66
27900,1997Q3,111.48
27900,1997Q4,111.94
27900,1998Q1,114.84
27900,1998Q2,114.6
27900,1998Q3,116.26
27900,1998Q4,118.38
27900,1999Q1,115.81
27900,1999Q2,118.81
27900,1999Q3,117.52
27900,1999Q4,118.1
27900,2000Q1,119.46
27900,2000Q2,118.96
27900,2000Q3,120.31
27900,2000Q4,122.29
27900,2001Q1,126.18
27900,2001Q2,126.56
27900,2001Q3,128.75
27900,2001Q4,131.04
27900,2002Q1,130.96
27900,2002Q2,130.38
27900,2002Q3,133.17
27900,2002Q4,135.84
27900,2003Q1,137.3
27900,2003Q2,136.47
27900,2003Q3,138.97
27900,2003Q4,138.9
27900,2004Q1,141.28
27900,2004Q2,140.23
27900,2004Q3,143.48
27900,2004Q4,145.73
27900,2005Q1,147.61
27900,2005Q2,147.94
27900,2005Q3,149.29
27900,2005Q4,152.82
27900,2006Q1,153.66
27900,2006Q2,153.75
27900,2006Q3,155.38
27900,2006Q4,158.03
27900,2007Q1,156.73
27900,2007Q2,158.7
27900,2007Q3,157.97
27900,2007Q4,156.76
27900,2008Q1,160.65
27900,2008Q2,157.73
27900,2008Q3,156.63
27900,2008Q4,155.51
27900,2009Q1,159.87
27900,2009Q2,157.69
27900,2009Q3,156.02
27900,2009Q4,156.97
27900,2010Q1,153.85
27900,2010Q2,153.42
27900,2010Q3,155.54
27900,2010Q4,154.46
27900,2011Q1,154.22
27900,2011Q2,150.16
27900,2011Q3,158.39
27900,2011Q4,159.71
27900,2012Q1,159.51
27900,2012Q2,158.67
27900,2012Q3,161.81
27900,2012Q4,161.8
27900,2013Q1,159.82
27900,2013Q2,158.84
27900,2013Q3,159.67
27900,2013Q4,160.05
27900,2014Q1,159.31
27900,2014Q2,162.5
27900,2014Q3,161.32
27900,2014Q4,161.52
27900,2015Q1,165.57
27900,2015Q2,161.99
27900,2015Q3,163.47
27900,2015Q4,166.75
27900,2016Q1,163.23
27900,2016Q2,164.4
27900,2016Q3,167.92
27900,2016Q4,169.37
27900,2017Q1,168.08
27900,2017Q2,168.12
27900,2017Q3,170.67
27900,2017Q4,168.85
27900,2018Q1,172.21
27900,2018Q2,177
27900,2018Q3,177.16
27900,2018Q4,178.99
27900,2019Q1,179.61
27900,2019Q2,183.03
27900,2019Q3,185.18
27900,2019Q4,186.25
27900,2020Q1,189.5
27900,2020Q2,190.5
27900,2020Q3,194.4
27900,2020Q4,198.17
27900,2021Q1,203.77
27900,2021Q2,214.77
27900,2021Q3,226.9
27900,2021Q4,232.93
27900,2022Q1,243.9
27900,2022Q2,261.08
27900,2022Q3,262.94
27900,2022Q4,265.02
27900,2023Q1,254.1
27900,2023Q2,276.03
27900,2023Q3,286.61
27900,2023Q4,291.78
27900,2024Q1,293.09
27900,2024Q2,298.63
27900,2024Q3,302.57
27900,2024Q4,300.62
27900,2025Q1,310.8
27900,2025Q2,308.99
27900,2025Q3,315.84
27900,2025Q4,320.37
27900,2026Q1,313.04
27980,1988Q1,63.41
27980,1988Q2,63.37
27980,1988Q3,64.35
27980,1988Q4,71.57
27980,1989Q1,77.41
27980,1989Q2,74.34
27980,1989Q3,78.99
27980,1989Q4,81.6
27980,1990Q1,86.11
27980,1990Q2,91.12
27980,1990Q3,94.5
27980,1990Q4,98.02
27980,1991Q1,98.79
27980,1991Q2,102.65
27980,1991Q3,103.73
27980,1991Q4,106.8
27980,1992Q1,105.72
27980,1992Q2,105.41
27980,1992Q3,108.87
27980,1992Q4,107.87
27980,1993Q1,106.81
27980,1993Q2,106.49
27980,1993Q3,106.11
27980,1993Q4,105.69
27980,1994Q1,107.17
27980,1994Q2,106.76
27980,1994Q3,102.84
27980,1994Q4,99.4
27980,1995Q1,100
27980,1995Q2,105.04
27980,1995Q3,102.39
27980,1995Q4,102.09
27980,1996Q1,103.88
27980,1996Q2,100.91
27980,1996Q3,97.62
27980,1996Q4,96.15
27980,1997Q1,95.79
27980,1997Q2,95.34
27980,1997Q3,95.19
27980,1997Q4,94.79
27980,1998Q1,97.04
27980,1998Q2,96.85
27980,1998Q3,98.08
27980,1998Q4,98.65
27980,1999Q1,96.82
27980,1999Q2,97.03
27980,1999Q3,96.04
27980,1999Q4,97.6
27980,2000Q1,100.09
27980,2000Q2,103.96
27980,2000Q3,103.74
27980,2000Q4,108.95
27980,2001Q1,112.85
27980,2001Q2,116.38
27980,2001Q3,119.04
27980,2001Q4,121.26
27980,2002Q1,124.11
27980,2002Q2,126.93
27980,2002Q3,131.61
27980,2002Q4,133.86
27980,2003Q1,138.57
27980,2003Q2,143.8
27980,2003Q3,149.2
27980,2003Q4,160.1
27980,2004Q1,165.97
27980,2004Q2,178.59
27980,2004Q3,199.36
27980,2004Q4,202.83
27980,2005Q1,210.99
27980,2005Q2,223.77
27980,2005Q3,232.46
27980,2005Q4,250.12
27980,2006Q1,258.61
27980,2006Q2,261.81
27980,2006Q3,262.89
27980,2006Q4,265.55
27980,2007Q1,264.68
27980,2007Q2,265.7
27980,2007Q3,265.39
27980,2007Q4,259.76
27980,2008Q1,252.06
27980,2008Q2,246.31
27980,2008Q3,232.53
27980,2008Q4,227.12
27980,2009Q1,224.4
27980,2009Q2,211.9
27980,2009Q3,203.9
27980,2009Q4,193.62
27980,2010Q1,190.28
27980,2010Q2,179.82
27980,2010Q3,179.45
27980,2010Q4,185.14
27980,2011Q1,172.09
27980,2011Q2,170.14
27980,2011Q3,173.65
27980,2011Q4,169.56
27980,2012Q1,172.38
27980,2012Q2,172
27980,2012Q3,171.41
27980,2012Q4,174.92
27980,2013Q1,178.24
27980,2013Q2,185.68
27980,2013Q3,193.35
27980,2013Q4,200.1
27980,2014Q1,204.18
27980,2014Q2,206.29
27980,2014Q3,213.66
27980,2014Q4,210.54
27980,2015Q1,224.37
27980,2015Q2,225.23
27980,2015Q3,224.84
27980,2015Q4,230.69
27980,2016Q1,233.64
27980,2016Q2,234.22
27980,2016Q3,236.16
27980,2016Q4,240.65
27980,2017Q1,248.9
27980,2017Q2,257.13
27980,2017Q3,254.34
27980,2017Q4,257.41
27980,2018Q1,259.18
27980,2018Q2,264.05
27980,2018Q3,266.23
27980,2018Q4,269.71
27980,2019Q1,275
27980,2019Q2,276.68
27980,2019Q3,277.28
27980,2019Q4,286.54
27980,2020Q1,284.26
27980,2020Q2,287.88
27980,2020Q3,288.05
27980,2020Q4,292.62
27980,2021Q1,301.79
27980,2021Q2,312.31
27980,2021Q3,328.79
27980,2021Q4,353.18
27980,2022Q1,362.47
27980,2022Q2,389.52
27980,2022Q3,393.86
27980,2022Q4,411.18
27980,2023Q1,415.96
27980,2023Q2,443.67
27980,2023Q3,406.13
27980,2023Q4,426.4
27980,2024Q1,432.34
27980,2024Q2,435.27
27980,2024Q3,453.62
27980,2024Q4,427.23
27980,2025Q1,453.52
27980,2025Q2,447.17
27980,2025Q3,462.85
27980,2025Q4,469.67
27980,2026Q1,450.74
28020,1978Q2,47.4
28020,1978Q3,50.64
28020,1978Q4,50.61
28020,1979Q1,53.31
28020,1979Q2,55.9
28020,1979Q3,56.21
28020,1979Q4,57.33
28020,1980Q1,58.12
28020,1980Q2,63.12
28020,1980Q3,61.51
28020,1980Q4,60.73
28020,1981Q1,62.39
28020,1982Q3,62.19
28020,1982Q4,58.29
28020,1983Q1,60.98
28020,1983Q2,61.85
28020,1983Q3,62.19
28020,1983Q4,66.28
28020,1984Q1,65.42
28020,1984Q2,64.3
28020,1984Q3,60.04
28020,1984Q4,62.62
28020,1985Q1,64.75
28020,1985Q2,62.89
28020,1985Q3,64.59
28020,1985Q4,63.99
28020,1986Q1,65.91
28020,1986Q2,65.73
28020,1986Q3,67.2
28020,1986Q4,68.37
28020,1987Q1,68.24
28020,1987Q2,69.52
28020,1987Q3,71.41
28020,1987Q4,70.61
28020,1988Q1,73.62
28020,1988Q2,75.58
28020,1988Q3,76.27
28020,1988Q4,75.8
28020,1989Q1,75.88
28020,1989Q2,78.12
28020,1989Q3,79.85
28020,1989Q4,80.37
28020,1990Q1,80.81
28020,1990Q2,82.03
28020,1990Q3,83.29
28020,1990Q4,82.69
28020,1991Q1,85.12
28020,1991Q2,85.06
28020,1991Q3,85.21
28020,1991Q4,87.02
28020,1992Q1,87.09
28020,1992Q2,87.61
28020,1992Q3,88.39
28020,1992Q4,89.2
28020,1993Q1,89.67
28020,1993Q2,90.32
28020,1993Q3,91.44
28020,1993Q4,91.82
28020,1994Q1,92.98
28020,1994Q2,95.72
28020,1994Q3,97.52
28020,1994Q4,98.63
28020,1995Q1,100
28020,1995Q2,101.67
28020,1995Q3,104.81
28020,1995Q4,104.96
28020,1996Q1,106.93
28020,1996Q2,108.9
28020,1996Q3,111.19
28020,1996Q4,111.75
28020,1997Q1,114.03
28020,1997Q2,116.25
28020,1997Q3,117.02
28020,1997Q4,118.91
28020,1998Q1,120.07
28020,1998Q2,121.31
28020,1998Q3,121.7
28020,1998Q4,123.28
28020,1999Q1,123.69
28020,1999Q2,124.21
28020,1999Q3,127.03
28020,1999Q4,126.39
28020,2000Q1,129.24
28020,2000Q2,129.97
28020,2000Q3,132.21
28020,2000Q4,132.88
28020,2001Q1,135.22
28020,2001Q2,137.1
28020,2001Q3,138.95
28020,2001Q4,141.16
28020,2002Q1,142.38
28020,2002Q2,143.44
28020,2002Q3,145.42
28020,2002Q4,146.55
28020,2003Q1,147.08
28020,2003Q2,148.36
28020,2003Q3,150.62
28020,2003Q4,152.78
28020,2004Q1,153.07
28020,2004Q2,153.83
28020,2004Q3,156
28020,2004Q4,158.99
28020,2005Q1,159.46
28020,2005Q2,160.14
28020,2005Q3,162.42
28020,2005Q4,162.22
28020,2006Q1,163.02
28020,2006Q2,161.45
28020,2006Q3,160.13
28020,2006Q4,161.17
28020,2007Q1,161.43
28020,2007Q2,159.97
28020,2007Q3,158.25
28020,2007Q4,157.29
28020,2008Q1,158.56
28020,2008Q2,152.29
28020,2008Q3,148.84
28020,2008Q4,149.38
28020,2009Q1,152.76
28020,2009Q2,149.88
28020,2009Q3,145.2
28020,2009Q4,144.64
28020,2010Q1,143.01
28020,2010Q2,141.78
28020,2010Q3,143.03
28020,2010Q4,142.69
28020,2011Q1,139.56
28020,2011Q2,139
28020,2011Q3,140.12
28020,2011Q4,138.84
28020,2012Q1,138.69
28020,2012Q2,137.51
28020,2012Q3,141.47
28020,2012Q4,140.65
28020,2013Q1,141.77
28020,2013Q2,142.43
28020,2013Q3,142.83
28020,2013Q4,145.3
28020,2014Q1,144.3
28020,2014Q2,147.26
28020,2014Q3,150.11
28020,2014Q4,149.53
28020,2015Q1,150.87
28020,2015Q2,153.32
28020,2015Q3,158.63
28020,2015Q4,158.35
28020,2016Q1,156.54
28020,2016Q2,161.15
28020,2016Q3,164.45
28020,2016Q4,163.22
28020,2017Q1,163.59
28020,2017Q2,170.5
28020,2017Q3,173.07
28020,2017Q4,173.38
28020,2018Q1,175.89
28020,2018Q2,181.47
28020,2018Q3,184.74
28020,2018Q4,184.81
28020,2019Q1,185.94
28020,2019Q2,191.98
28020,2019Q3,192.98
28020,2019Q4,193.33
28020,2020Q1,195.99
28020,2020Q2,197.85
28020,2020Q3,203.41
28020,2020Q4,206.94
28020,2021Q1,211.02
28020,2021Q2,223.01
28020,2021Q3,236.65
28020,2021Q4,240.99
28020,2022Q1,251.17
28020,2022Q2,268.25
28020,2022Q3,269.13
28020,2022Q4,266.88
28020,2023Q1,261.99
28020,2023Q2,279.76
28020,2023Q3,281.72
28020,2023Q4,282.2
28020,2024Q1,287.71
28020,2024Q2,294.55
28020,2024Q3,302.15
28020,2024Q4,294.54
28020,2025Q1,301.53
28020,2025Q2,313.58
28020,2025Q3,310.92
28020,2025Q4,311.66
28020,2026Q1,317.17
28100,1987Q3,58.45
28100,1987Q4,57
28100,1988Q1,61.75
28100,1988Q2,63.39
28100,1988Q3,61.59
28100,1988Q4,66.81
28100,1989Q1,67.07
28100,1989Q2,66.32
28100,1989Q3,69.39
28100,1989Q4,69
28100,1990Q1,73.19
28100,1990Q2,74.9
28100,1990Q3,76.09
28100,1990Q4,81.82
28100,1991Q1,81.76
28100,1991Q2,82.93
28100,1991Q3,81.53
28100,1991Q4,82.83
28100,1992Q1,85.37
28100,1992Q2,86.19
28100,1992Q3,86.4
28100,1992Q4,88.83
28100,1993Q1,89.52
28100,1993Q2,91.04
28100,1993Q3,91.37
28100,1993Q4,92.7
28100,1994Q1,93.03
28100,1994Q2,95.4
28100,1994Q3,98.43
28100,1994Q4,99.4
28100,1995Q1,100
28100,1995Q2,100.2
28100,1995Q3,102.87
28100,1995Q4,104.29
28100,1996Q1,106.05
28100,1996Q2,106
28100,1996Q3,105.3
28100,1996Q4,107.78
28100,1997Q1,109.29
28100,1997Q2,108.53
28100,1997Q3,108.72
28100,1997Q4,109.15
28100,1998Q1,110.59
28100,1998Q2,111
28100,1998Q3,111.21
28100,1998Q4,112.04
28100,1999Q1,112.51
28100,1999Q2,113.59
28100,1999Q3,112.33
28100,1999Q4,113.2
28100,2000Q1,114.06
28100,2000Q2,115.12
28100,2000Q3,116.23
28100,2000Q4,116.75
28100,2001Q1,117.71
28100,2001Q2,119.25
28100,2001Q3,119.2
28100,2001Q4,120.47
28100,2002Q1,121.34
28100,2002Q2,121.58
28100,2002Q3,122.85
28100,2002Q4,123.09
28100,2003Q1,123.99
28100,2003Q2,125.56
28100,2003Q3,126.55
28100,2003Q4,130.22
28100,2004Q1,129.05
28100,2004Q2,133.63
28100,2004Q3,136.11
28100,2004Q4,136.67
28100,2005Q1,140.13
28100,2005Q2,143.37
28100,2005Q3,146.17
28100,2005Q4,148.96
28100,2006Q1,151.79
28100,2006Q2,153.01
28100,2006Q3,154.31
28100,2006Q4,157.31
28100,2007Q1,158.02
28100,2007Q2,159.91
28100,2007Q3,159.19
28100,2007Q4,161.1
28100,2008Q1,160.68
28100,2008Q2,160.7
28100,2008Q3,156.39
28100,2008Q4,157.06
28100,2009Q1,159.42
28100,2009Q2,155.96
28100,2009Q3,152.77
28100,2009Q4,150.98
28100,2010Q1,151.12
28100,2010Q2,147.12
28100,2010Q3,150.45
28100,2010Q4,147.86
28100,2011Q1,147
28100,2011Q2,143.59
28100,2011Q3,140.92
28100,2011Q4,143.24
28100,2012Q1,137.37
28100,2012Q2,136.9
28100,2012Q3,135.97
28100,2012Q4,137.67
28100,2013Q1,136.61
28100,2013Q2,137.04
28100,2013Q3,136.63
28100,2013Q4,135.18
28100,2014Q1,131.54
28100,2014Q2,132.82
28100,2014Q3,134.43
28100,2014Q4,137.82
28100,2015Q1,134.31
28100,2015Q2,138.01
28100,2015Q3,137.63
28100,2015Q4,137.88
28100,2016Q1,140.12
28100,2016Q2,136.83
28100,2016Q3,140.22
28100,2016Q4,142.82
28100,2017Q1,140.06
28100,2017Q2,140.28
28100,2017Q3,144.4
28100,2017Q4,143.1
28100,2018Q1,143.92
28100,2018Q2,144.63
28100,2018Q3,148.16
28100,2018Q4,149.91
28100,2019Q1,150.21
28100,2019Q2,153.57
28100,2019Q3,155
28100,2019Q4,155.79
28100,2020Q1,156.26
28100,2020Q2,158.87
28100,2020Q3,159.99
28100,2020Q4,162.23
28100,2021Q1,168.14
28100,2021Q2,172.38
28100,2021Q3,177.76
28100,2021Q4,188.28
28100,2022Q1,195.4
28100,2022Q2,199.77
28100,2022Q3,203.42
28100,2022Q4,204.44
28100,2023Q1,202
28100,2023Q2,205.48
28100,2023Q3,219.58
28100,2023Q4,222.16
28100,2024Q1,224.16
28100,2024Q2,227.06
28100,2024Q3,236.63
28100,2024Q4,236.54
28100,2025Q1,233.42
28100,2025Q2,237.33
28100,2025Q3,239.4
28100,2025Q4,242.97
28100,2026Q1,252.13
28140,1976Q1,44.91
28140,1976Q2,45.24
28140,1976Q3,46.31
28140,1976Q4,46.2
28140,1977Q1,47.16
28140,1977Q2,49.72
28140,1977Q3,51.61
28140,1977Q4,53.89
28140,1978Q1,55.64
28140,1978Q2,58.04
28140,1978Q3,59.79
28140,1978Q4,60.29
28140,1979Q1,62.64
28140,1979Q2,64.94
28140,1979Q3,66.15
28140,1979Q4,68.51
28140,1980Q1,68.31
28140,1980Q2,68.88
28140,1980Q3,71.67
28140,1980Q4,72.47
28140,1981Q1,69.74
28140,1981Q2,71.23
28140,1981Q3,72.61
28140,1981Q4,71.95
28140,1982Q1,76.37
28140,1982Q2,70.06
28140,1982Q3,72.02
28140,1982Q4,72.1
28140,1983Q1,71.66
28140,1983Q2,73.23
28140,1983Q3,74.08
28140,1983Q4,74.94
28140,1984Q1,74.74
28140,1984Q2,74.8
28140,1984Q3,76.13
28140,1984Q4,75.91
28140,1985Q1,77
28140,1985Q2,77.71
28140,1985Q3,78.82
28140,1985Q4,79.23
28140,1986Q1,80.25
28140,1986Q2,81.66
28140,1986Q3,82.4
28140,1986Q4,83.15
28140,1987Q1,84.4
28140,1987Q2,85.57
28140,1987Q3,86.48
28140,1987Q4,86.44
28140,1988Q1,87.31
28140,1988Q2,87.73
28140,1988Q3,87.58
28140,1988Q4,87.71
28140,1989Q1,87.86
28140,1989Q2,88.35
28140,1989Q3,88.5
28140,1989Q4,88.82
28140,1990Q1,88.86
28140,1990Q2,88.1
28140,1990Q3,88.26
28140,1990Q4,87.71
28140,1991Q1,88.62
28140,1991Q2,89.14
28140,1991Q3,89.2
28140,1991Q4,90.42
28140,1992Q1,90.73
28140,1992Q2,90.84
28140,1992Q3,91.71
28140,1992Q4,92.13
28140,1993Q1,92.4
28140,1993Q2,92.87
28140,1993Q3,93.77
28140,1993Q4,94.56
28140,1994Q1,95.61
28140,1994Q2,97.5
28140,1994Q3,98.45
28140,1994Q4,99.17
28140,1995Q1,100
28140,1995Q2,101.43
28140,1995Q3,102.72
28140,1995Q4,104.03
28140,1996Q1,104.96
28140,1996Q2,106.26
28140,1996Q3,107.85
28140,1996Q4,109.06
28140,1997Q1,110.03
28140,1997Q2,111.7
28140,1997Q3,112.89
28140,1997Q4,114.73
28140,1998Q1,115.73
28140,1998Q2,117.33
28140,1998Q3,119.21
28140,1998Q4,120.54
28140,1999Q1,121.88
28140,1999Q2,125.1
28140,1999Q3,127.04
28140,1999Q4,128.96
28140,2000Q1,131.61
28140,2000Q2,133.53
28140,2000Q3,135.19
28140,2000Q4,137.07
28140,2001Q1,139.78
28140,2001Q2,141.67
28140,2001Q3,143.81
28140,2001Q4,145.64
28140,2002Q1,147.62
28140,2002Q2,149.31
28140,2002Q3,151.48
28140,2002Q4,152.73
28140,2003Q1,154.29
28140,2003Q2,155.43
28140,2003Q3,156.55
28140,2003Q4,159.65
28140,2004Q1,160.75
28140,2004Q2,162.39
28140,2004Q3,165.33
28140,2004Q4,167.1
28140,2005Q1,169.46
28140,2005Q2,170.97
28140,2005Q3,172.78
28140,2005Q4,174.25
28140,2006Q1,175.57
28140,2006Q2,174.35
28140,2006Q3,175.65
28140,2006Q4,178.15
28140,2007Q1,178.21
28140,2007Q2,178.5
28140,2007Q3,177.15
28140,2007Q4,176.99
28140,2008Q1,176.58
28140,2008Q2,174.57
28140,2008Q3,170.8
28140,2008Q4,170.44
28140,2009Q1,173.23
28140,2009Q2,170.89
28140,2009Q3,167.38
